title;company;type;location;description;status;posted_by 
Data Analyst;FreightPlus;onsite;Quincy, MA;;active;rec1
Data Analyst;Valon;onsite;New York, NY;;active;rec1
Data Analyst - remote!;Principal Ficial Group;remote;Detroit, MI;Principal is seeking a Data Analyst within our Life Data & Analytics Team! In this role you'll partner with leadership in our US Insurance Solutions to provide data, insights, and recommendations to support their strategic goals. Here are some examples of the things you will do:  Develop, execute on, and measure meaningful data-driven metrics that align with strategy  Effectively mine data sources and provide relevant information in an easily consumable manner. This includes acquiring, storing, managing and sharing structured and unstructured data  Independently develop accurate and timely reporting to support and measure business initiatives  Effectively utilize sophisticated tools/technologies to mine data sources providing relevant information in a consumable manner  Provide peer reviews and backup team members Qualifications Bachelor's degree in a Business or Technical field such as Statistics, Data Analytics, Math or GIS  Related internship in analytics or similar fields is preferred  2+ years job of Data Analytics or related experience such as a position with a mathematical background, engineering or ficial analysis  Strongest candidates will have previous experience with AWS, Python, Power BI, SQL, or Excel  Proven attention to detail  Ability to work in an ambiguous environment  Outstanding verbal and written communication, including presenting and training to groups  Excellent problem solving, analytical, technical, and statistical skills and identify and resolve complex problems  Salary Range Information Salary ranges below reflect targeted base salaries. Non-sales positions have the opportunity to participate in a bonus program. Sales positions are eligible for sales incentives, and in some instances a bonus plan, whereby total compensation may far exceed base salary depending on individual performance. Actual compensation for all roles will be based upon geographic location, work experience, education, licensure requirements and/or skill level and will be finalized at the time of offer. Salary Range $58700 - $142800 / yearAdditional InformationLocationRemote candidates will be considered for this position. Level We will consider canidates at a higher level for this position. Work Authorization/Sponsorship At this time, we are not considering candidates that need any type of immigration sponsorship now or in the future or those needing work authorization for this role. (This includes, but is not limited to students on F1-OPT, F1-CPT, J-1, etc.). Investment Code of Ethics For Principal Global Investors positions, you'll need to follow an Investment Code of Ethics related to personal and business conduct as well as personal trading activities for you and members of your household. These same requirements may also apply to other positions across the organization.Experience PrincipalWhile our expertise spans the globe, we're bound by one common purpose: to foster a world where ficial security is accessible to all. And our success depends on the unique experiences, backgrounds, and talents of our employees  individually and all of us together. Explore our core values , benefits and why we're an exceptional place to grow your career. Principal is an Equal Opportunity Employer All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or veteran status.LinkedIn Remote Hashtag;active;rec1
Data Analyst - remote!;Principal Ficial Group;remote;Charlotte, NC;Principal is seeking a Data Analyst within our Life Data & Analytics Team! In this role you'll partner with leadership in our US Insurance Solutions to provide data, insights, and recommendations to support their strategic goals. Here are some examples of the things you will do:  Develop, execute on, and measure meaningful data-driven metrics that align with strategy  Effectively mine data sources and provide relevant information in an easily consumable manner. This includes acquiring, storing, managing and sharing structured and unstructured data  Independently develop accurate and timely reporting to support and measure business initiatives  Effectively utilize sophisticated tools/technologies to mine data sources providing relevant information in a consumable manner  Provide peer reviews and backup team members Qualifications Bachelor's degree in a Business or Technical field such as Statistics, Data Analytics, Math or GIS  Related internship in analytics or similar fields is preferred  2+ years job of Data Analytics or related experience such as a position with a mathematical background, engineering or ficial analysis  Strongest candidates will have previous experience with AWS, Python, Power BI, SQL, or Excel  Proven attention to detail  Ability to work in an ambiguous environment  Outstanding verbal and written communication, including presenting and training to groups  Excellent problem solving, analytical, technical, and statistical skills and identify and resolve complex problems  Salary Range Information Salary ranges below reflect targeted base salaries. Non-sales positions have the opportunity to participate in a bonus program. Sales positions are eligible for sales incentives, and in some instances a bonus plan, whereby total compensation may far exceed base salary depending on individual performance. Actual compensation for all roles will be based upon geographic location, work experience, education, licensure requirements and/or skill level and will be finalized at the time of offer. Salary Range $58700 - $142800 / yearAdditional InformationLocationRemote candidates will be considered for this position. Level We will consider canidates at a higher level for this position. Work Authorization/Sponsorship At this time, we are not considering candidates that need any type of immigration sponsorship now or in the future or those needing work authorization for this role. (This includes, but is not limited to students on F1-OPT, F1-CPT, J-1, etc.). Investment Code of Ethics For Principal Global Investors positions, you'll need to follow an Investment Code of Ethics related to personal and business conduct as well as personal trading activities for you and members of your household. These same requirements may also apply to other positions across the organization.Experience PrincipalWhile our expertise spans the globe, we're bound by one common purpose: to foster a world where ficial security is accessible to all. And our success depends on the unique experiences, backgrounds, and talents of our employees  individually and all of us together. Explore our core values , benefits and why we're an exceptional place to grow your career. Principal is an Equal Opportunity Employer All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or veteran status.LinkedIn Remote Hashtag;active;rec1
Data Analyst - remote!;Principal Ficial Group;remote;Des Moines, IA;Principal is seeking a Data Analyst within our Life Data & Analytics Team! In this role you'll partner with leadership in our US Insurance Solutions to provide data, insights, and recommendations to support their strategic goals. Here are some examples of the things you will do:  Develop, execute on, and measure meaningful data-driven metrics that align with strategy  Effectively mine data sources and provide relevant information in an easily consumable manner. This includes acquiring, storing, managing and sharing structured and unstructured data  Independently develop accurate and timely reporting to support and measure business initiatives  Effectively utilize sophisticated tools/technologies to mine data sources providing relevant information in a consumable manner  Provide peer reviews and backup team members Qualifications Bachelor's degree in a Business or Technical field such as Statistics, Data Analytics, Math or GIS  Related internship in analytics or similar fields is preferred  2+ years job of Data Analytics or related experience such as a position with a mathematical background, engineering or ficial analysis  Strongest candidates will have previous experience with AWS, Python, Power BI, SQL, or Excel  Proven attention to detail  Ability to work in an ambiguous environment  Outstanding verbal and written communication, including presenting and training to groups  Excellent problem solving, analytical, technical, and statistical skills and identify and resolve complex problems  Salary Range Information Salary ranges below reflect targeted base salaries. Non-sales positions have the opportunity to participate in a bonus program. Sales positions are eligible for sales incentives, and in some instances a bonus plan, whereby total compensation may far exceed base salary depending on individual performance. Actual compensation for all roles will be based upon geographic location, work experience, education, licensure requirements and/or skill level and will be finalized at the time of offer. Salary Range $58700 - $142800 / yearAdditional InformationLocationRemote candidates will be considered for this position. Level We will consider canidates at a higher level for this position. Work Authorization/Sponsorship At this time, we are not considering candidates that need any type of immigration sponsorship now or in the future or those needing work authorization for this role. (This includes, but is not limited to students on F1-OPT, F1-CPT, J-1, etc.). Investment Code of Ethics For Principal Global Investors positions, you'll need to follow an Investment Code of Ethics related to personal and business conduct as well as personal trading activities for you and members of your household. These same requirements may also apply to other positions across the organization.Experience PrincipalWhile our expertise spans the globe, we're bound by one common purpose: to foster a world where ficial security is accessible to all. And our success depends on the unique experiences, backgrounds, and talents of our employees  individually and all of us together. Explore our core values , benefits and why we're an exceptional place to grow your career. Principal is an Equal Opportunity Employer All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or veteran status.LinkedIn Remote Hashtag;active;rec1
Data Analyst;BizzyCar;remote;O'Fallon, MO;DescriptionHave you been looking for a growing start-up company where you can deploy your ability to handle details, manage and improve customer outcomes, and be responsive when dealing with your team or customers, and capable of carrying out routine individual tasks and small unit leadership within a team where the goals are clear?We are looking for a passionate certified Data Analyst. The successful candidate will turn data into information, information into insight and insight into business decisions. Data analyst responsibilities include conducting full lifecycle analysis to include requirements, activities and design. Data analysts will develop analysis and reporting capabilities. They will also monitor performance and quality control plans to identify improvements.This position is essential to the success of our automotive dealership partners. Through your efforts, we will help our industry put safer used cars on the road, create revenue growth for our customers, and solve challenging automotive industry problems.Responsibilities Interpret data, analyze results using statistical techniques and provide ongoing reports.Develop and implement databases, data collection systems, ETL layers, data analytics and other strategies that optimize statistical efficiency and quality  Acquire data from primary or secondary data sources and maintain databases/data systems Identify, analyze, and interpret trends or patterns in complex data sets  Work with management to prioritize business and information needs  Locate and define new process improvement opportunities  Develop and implement databases, data collection systems, data analytics and other strategies that optimize statistical efficiency and quality  Filter and úcleanù data by reviewing computer reports, printouts, and performance indicators to locate and correct code problems RequirementsProven work experience as a Data Analyst ReportingData AnalyticsMust have experience with TableauQuickSight experience a plusMust be a self starter with a curiosity to learnAble to operate independentlyBenefitsWe value our employees' time and efforts. Our commitment to your success is enhanced by our competitive compensation and benefits package including paid time off, medical, dental, vision and equity benefits and future growth opportunities within the company. Plus, we work to maintain the best possible environment for our employees, where people can learn and grow with the company. We strive to provide a collaborative, creative environment where each person feels encouraged to contribute to our processes, decisions, planning and culture. To learn more about our company please visit our website www.bizzycar.com.ABOUT BizzyCarBizzyCar is a B2B SaaS company that develops software for automotive dealers in the United States. We are on a mission to improve the customer experience when it comes to automotive care for consumers by creating elegant solutions that allow consumers to get their cars repaired without ever leaving home or work. BizzyCar is a fast paced environment where we solve complex problems in tight deadlines. We are a dispersed team but get together quarterly in person to maintain a tight company culture. Established leadership team has experience growing high value companies in short time periods and rewarding employees with equity returns and well paying jobs. Competitive pay, equity, & medical benefits.;active;rec1
Data Analyst - remote!;Principal Ficial Group;remote;Houston, TX;Principal is seeking a Data Analyst within our Life Data & Analytics Team! In this role you'll partner with leadership in our US Insurance Solutions to provide data, insights, and recommendations to support their strategic goals. Here are some examples of the things you will do:  Develop, execute on, and measure meaningful data-driven metrics that align with strategy  Effectively mine data sources and provide relevant information in an easily consumable manner. This includes acquiring, storing, managing and sharing structured and unstructured data  Independently develop accurate and timely reporting to support and measure business initiatives  Effectively utilize sophisticated tools/technologies to mine data sources providing relevant information in a consumable manner  Provide peer reviews and backup team members Qualifications Bachelor's degree in a Business or Technical field such as Statistics, Data Analytics, Math or GIS  Related internship in analytics or similar fields is preferred  2+ years job of Data Analytics or related experience such as a position with a mathematical background, engineering or ficial analysis  Strongest candidates will have previous experience with AWS, Python, Power BI, SQL, or Excel  Proven attention to detail  Ability to work in an ambiguous environment  Outstanding verbal and written communication, including presenting and training to groups  Excellent problem solving, analytical, technical, and statistical skills and identify and resolve complex problems  Salary Range Information Salary ranges below reflect targeted base salaries. Non-sales positions have the opportunity to participate in a bonus program. Sales positions are eligible for sales incentives, and in some instances a bonus plan, whereby total compensation may far exceed base salary depending on individual performance. Actual compensation for all roles will be based upon geographic location, work experience, education, licensure requirements and/or skill level and will be finalized at the time of offer. Salary Range $58700 - $142800 / yearAdditional InformationLocationRemote candidates will be considered for this position. Level We will consider canidates at a higher level for this position. Work Authorization/Sponsorship At this time, we are not considering candidates that need any type of immigration sponsorship now or in the future or those needing work authorization for this role. (This includes, but is not limited to students on F1-OPT, F1-CPT, J-1, etc.). Investment Code of Ethics For Principal Global Investors positions, you'll need to follow an Investment Code of Ethics related to personal and business conduct as well as personal trading activities for you and members of your household. These same requirements may also apply to other positions across the organization.Experience PrincipalWhile our expertise spans the globe, we're bound by one common purpose: to foster a world where ficial security is accessible to all. And our success depends on the unique experiences, backgrounds, and talents of our employees  individually and all of us together. Explore our core values , benefits and why we're an exceptional place to grow your career. Principal is an Equal Opportunity Employer All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or veteran status.LinkedIn Remote Hashtag;active;rec1
Data Analyst - remote!;Principal Ficial Group;remote;Austin, TX;Principal is seeking a Data Analyst within our Life Data & Analytics Team! In this role you'll partner with leadership in our US Insurance Solutions to provide data, insights, and recommendations to support their strategic goals. Here are some examples of the things you will do:  Develop, execute on, and measure meaningful data-driven metrics that align with strategy  Effectively mine data sources and provide relevant information in an easily consumable manner. This includes acquiring, storing, managing and sharing structured and unstructured data  Independently develop accurate and timely reporting to support and measure business initiatives  Effectively utilize sophisticated tools/technologies to mine data sources providing relevant information in a consumable manner  Provide peer reviews and backup team members Qualifications Bachelor's degree in a Business or Technical field such as Statistics, Data Analytics, Math or GIS  Related internship in analytics or similar fields is preferred  2+ years job of Data Analytics or related experience such as a position with a mathematical background, engineering or ficial analysis  Strongest candidates will have previous experience with AWS, Python, Power BI, SQL, or Excel  Proven attention to detail  Ability to work in an ambiguous environment  Outstanding verbal and written communication, including presenting and training to groups  Excellent problem solving, analytical, technical, and statistical skills and identify and resolve complex problems  Salary Range Information Salary ranges below reflect targeted base salaries. Non-sales positions have the opportunity to participate in a bonus program. Sales positions are eligible for sales incentives, and in some instances a bonus plan, whereby total compensation may far exceed base salary depending on individual performance. Actual compensation for all roles will be based upon geographic location, work experience, education, licensure requirements and/or skill level and will be finalized at the time of offer. Salary Range $58700 - $142800 / yearAdditional InformationLocationRemote candidates will be considered for this position. Level We will consider canidates at a higher level for this position. Work Authorization/Sponsorship At this time, we are not considering candidates that need any type of immigration sponsorship now or in the future or those needing work authorization for this role. (This includes, but is not limited to students on F1-OPT, F1-CPT, J-1, etc.). Investment Code of Ethics For Principal Global Investors positions, you'll need to follow an Investment Code of Ethics related to personal and business conduct as well as personal trading activities for you and members of your household. These same requirements may also apply to other positions across the organization.Experience PrincipalWhile our expertise spans the globe, we're bound by one common purpose: to foster a world where ficial security is accessible to all. And our success depends on the unique experiences, backgrounds, and talents of our employees  individually and all of us together. Explore our core values , benefits and why we're an exceptional place to grow your career. Principal is an Equal Opportunity Employer All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or veteran status.LinkedIn Remote Hashtag;active;rec1
Data Analyst;Loop;remote;United States;Loop is in the unparalleled position to provide data to our merchants that no one else can replicate. Data will be at the core of everything we do and some of our most critical work as we grow. Our future is to create data-based products that use modern techniques to deliver data and invaluable insights. We're establishing the conditions to allow anyone to independently answer most of their business questions, and you'll contribute to the frameworks and culture that reward the effective utilization of data across the organization.The Data Team is part of the Engineering department and is responsible for analytics, data platforms, data engineering, and data science. Our work mainly involves: Building enterprise-wide data models for on-demand, tactical, strategic, and self-service data analysis. Maintaining, updating, and expanding the data platform. Developing data products. Conducting advanced analytics initiatives for internal and external users.As part of the Data Team, the Analytics Team works in a hybrid operational model performing analyses for specific business functions such as Marketing, Merchant Success, Product, and Fice. The data used in this work comes from dbt models curated by the Analytics Engineering team, and depending on scope, recurrence, and audience, results are typically shared using either Hex or Looker.As a Data Analyst at Loop, you'll impact our ability to solve merchant problems and fulfill merchant needs. Your work analyzing and synthesizing large-scale data and outputs will guide business decisions made by stakeholders at all levels. You will be successful in this role if you're self-motivated and can run projects independently while collaborating with team members and business stakeholders. Success in this role also includes partnering with stakeholders and deep diving into business problems while simplifying and communicating complex analyses into easily accessible and impactful terms in written and verbal formats.Loop HQ is a state-of-the-art office located in Columbus, Ohio, and more than half of our team works remotely across the United States and Canada. You can choose to join us in the Columbus office or stay fully remote in this role.Our tech stack: Fivetran, dbt, Google BigQuery, Looker, HexWhat You'll Do:Be a master data storyteller, with strong knowledge of general business trends and the ability to put your own work in the broad business context.Extract data from various sources, perform exploratory data analysis, and cleanse, massage, and aggregate data.Develop analyses, tools, and ad hoc reports to support business decision making.Partner with and provide analytical support to Data Engineering and Analytics Engineering to implement analytic insights and recommendations into business processes.Write high-quality code (i.e., reliable, readable, efficient, testable), provide quality code reviews, and create comprehensive tests and documentation.Enable effective decision making by retrieving and aggregating data from multiple sources and compiling it into a digestible and actionable format.Your Experience:3+ years of experience in data analysis, business intelligence, business analytics, or similar analytics roles.3+ years of experience in writing and optimizing complex SQL.1+ years of experience working with analytics visualization/dashboarding platforms such as Looker, Tableau, or Power BI.Experience finding, cleaning, and manipulating data from multiple sources to build analytical data sets.Experience defining simple, intuitive, and actionable metrics to focus decision making.An ability and interest in working in a fast-paced, ambiguous and rapidly changing environment.Nice-to-have Experience:Statistical or scripting software such as Python, R, or SAS applied to data analysis.Knowledge or experience working with BigQuery or Snowflake.Background working in an Agile environment.Experience working at an ecommerce company.Product analytics experience.In a perfect world, Loop wouldn't exist. If we had our way, we'd live in a world where we're mindful about how we consume, we love every product we own, and we sharevalues with the brands who create them. In reality, commerce isn't perfect and often breaks. Loop creates secondchances.We're starting by revolutionizing the post-purchase experience. We've taken one of the most fragile commerce interactions - returns - and turned it into something consumers actually love, and that deepens our connection to brands and products.We take connection seriously on the inside, too. We're building a work experience that allows you to Be A Human First and prioritizes empathy and wellbeing. We view Loop as a special place in your career to shape the future of an industry and become a better person while doing it. You can grow faster here in a shorter amount of time - we'll give you space and trust you to fill it.Learn more about us here: https://loopreturns.com/careers.You can review our privacy notice here.;active;rec1
Data Analyst - remote!;Principal Ficial Group;remote;Dallas, TX;Principal is seeking a Data Analyst within our Life Data & Analytics Team! In this role you'll partner with leadership in our US Insurance Solutions to provide data, insights, and recommendations to support their strategic goals. Here are some examples of the things you will do:  Develop, execute on, and measure meaningful data-driven metrics that align with strategy  Effectively mine data sources and provide relevant information in an easily consumable manner. This includes acquiring, storing, managing and sharing structured and unstructured data  Independently develop accurate and timely reporting to support and measure business initiatives  Effectively utilize sophisticated tools/technologies to mine data sources providing relevant information in a consumable manner  Provide peer reviews and backup team members Qualifications Bachelor's degree in a Business or Technical field such as Statistics, Data Analytics, Math or GIS  Related internship in analytics or similar fields is preferred  2+ years job of Data Analytics or related experience such as a position with a mathematical background, engineering or ficial analysis  Strongest candidates will have previous experience with AWS, Python, Power BI, SQL, or Excel  Proven attention to detail  Ability to work in an ambiguous environment  Outstanding verbal and written communication, including presenting and training to groups  Excellent problem solving, analytical, technical, and statistical skills and identify and resolve complex problems  Salary Range Information Salary ranges below reflect targeted base salaries. Non-sales positions have the opportunity to participate in a bonus program. Sales positions are eligible for sales incentives, and in some instances a bonus plan, whereby total compensation may far exceed base salary depending on individual performance. Actual compensation for all roles will be based upon geographic location, work experience, education, licensure requirements and/or skill level and will be finalized at the time of offer. Salary Range $58700 - $142800 / yearAdditional InformationLocationRemote candidates will be considered for this position. Level We will consider canidates at a higher level for this position. Work Authorization/Sponsorship At this time, we are not considering candidates that need any type of immigration sponsorship now or in the future or those needing work authorization for this role. (This includes, but is not limited to students on F1-OPT, F1-CPT, J-1, etc.). Investment Code of Ethics For Principal Global Investors positions, you'll need to follow an Investment Code of Ethics related to personal and business conduct as well as personal trading activities for you and members of your household. These same requirements may also apply to other positions across the organization.Experience PrincipalWhile our expertise spans the globe, we're bound by one common purpose: to foster a world where ficial security is accessible to all. And our success depends on the unique experiences, backgrounds, and talents of our employees  individually and all of us together. Explore our core values , benefits and why we're an exceptional place to grow your career. Principal is an Equal Opportunity Employer All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or veteran status.LinkedIn Remote Hashtag;active;rec1
Data Analyst - remote!;Principal Ficial Group;remote;Cedar Rapids, IA;Principal is seeking a Data Analyst within our Life Data & Analytics Team! In this role you'll partner with leadership in our US Insurance Solutions to provide data, insights, and recommendations to support their strategic goals. Here are some examples of the things you will do:  Develop, execute on, and measure meaningful data-driven metrics that align with strategy  Effectively mine data sources and provide relevant information in an easily consumable manner. This includes acquiring, storing, managing and sharing structured and unstructured data  Independently develop accurate and timely reporting to support and measure business initiatives  Effectively utilize sophisticated tools/technologies to mine data sources providing relevant information in a consumable manner  Provide peer reviews and backup team members Qualifications Bachelor's degree in a Business or Technical field such as Statistics, Data Analytics, Math or GIS  Related internship in analytics or similar fields is preferred  2+ years job of Data Analytics or related experience such as a position with a mathematical background, engineering or ficial analysis  Strongest candidates will have previous experience with AWS, Python, Power BI, SQL, or Excel  Proven attention to detail  Ability to work in an ambiguous environment  Outstanding verbal and written communication, including presenting and training to groups  Excellent problem solving, analytical, technical, and statistical skills and identify and resolve complex problems  Salary Range Information Salary ranges below reflect targeted base salaries. Non-sales positions have the opportunity to participate in a bonus program. Sales positions are eligible for sales incentives, and in some instances a bonus plan, whereby total compensation may far exceed base salary depending on individual performance. Actual compensation for all roles will be based upon geographic location, work experience, education, licensure requirements and/or skill level and will be finalized at the time of offer. Salary Range $58700 - $142800 / yearAdditional InformationLocationRemote candidates will be considered for this position. Level We will consider canidates at a higher level for this position. Work Authorization/Sponsorship At this time, we are not considering candidates that need any type of immigration sponsorship now or in the future or those needing work authorization for this role. (This includes, but is not limited to students on F1-OPT, F1-CPT, J-1, etc.). Investment Code of Ethics For Principal Global Investors positions, you'll need to follow an Investment Code of Ethics related to personal and business conduct as well as personal trading activities for you and members of your household. These same requirements may also apply to other positions across the organization.Experience PrincipalWhile our expertise spans the globe, we're bound by one common purpose: to foster a world where ficial security is accessible to all. And our success depends on the unique experiences, backgrounds, and talents of our employees  individually and all of us together. Explore our core values , benefits and why we're an exceptional place to grow your career. Principal is an Equal Opportunity Employer All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or veteran status.LinkedIn Remote Hashtag;active;rec1
Analyst;CafeMedia;;;;active;rec1
Data Analyst;Alan Gray LLC;hybrid;Boston, MA;JOB SUMMARY: Alan Gray Inc. is a rapidly expanding insurance consulting services firm headquartered in downtown Boston. We are currently seeking a dynamic and professional person to provide data analysis and in support of our various insurance consulting and ad-hoc systems development projects.MAJOR DUTIES: This position is responsible for importing, creating, reviewing and analyzing various forms of data, designing and maintaining Access/SQL/Online databases, reporting data findings utilizing Access / Excel and Word, overseeing and actively participating in software implementations and effectively communicating the results of these projects to management. The person will research and identify any anomalies in the data, work well independently, meet deadlines and draft canned and ad hoc reports upon completion of data analysis. In addition, the position may require the transfer of data points from scanned/hardcopy documents into meaningful, useful data through scraping, OCR or other means of entry. Some travel may be required.QualificationsQualified candidates will have either insurance-related and/or database programming work experience or a degree plus one to three years' experience in a related field such as fice, accounting or business analysis. The ideal candidate will have strong computer skills, proficiency in Microsoft Access and Excel, experience with SQL and relational databases, including developing/designing databases and a working knowledge of accounting principles. An understanding of basic statistics would be desirable.Alan Gray LLC is a leading audit and advisory firm with over 30 years of excellence in the insurance space. Our number one goal is to help our clients realize significant bottom line savings. We can adapt quickly to situational changes and our experienced team is committed to staying current with the latest industry information and advances in technology.;active;rec1
Data Analyst;Frostbite;hybrid;Austin, TX;Data Analyst - Frostbite AnalyticsElectronic Arts The Opportunity AheadThis is a contract role for 18 months.Hybrid and remote work options available.We are looking for a Data Analyst to join the Frostbite Team!Frostbite is EA's state-of-the-art multi-platform game development engine. Our global team empowers game creators to shape the future of gaming by developing creative engine features and outstanding tools. We are honored to have thousands of game developers all over the world using Frostbite to create some of the most amazing games and player experiences in the industry.Working as a Data Analyst, you will provide insights from our project and game engine data to improve Frostbite's user experience, release quality, and project productivity. You are a curious and analytical person who has experience with diving into data to solve business problems. You will be part of a passionate and supportive team of analysts and data engineers who report to the Senior Analytics Manager of Frostbite Analytics.Main Responsibilities Empower Our Developers: Partner with Frostbite developers and content creators to understand their needs and challenges, and provide data-driven solutions Build Product and Project Understanding: Leverage data to understand the business, and identify opportunities and risks for important decisions Perform Analysis: Carry out analytics projects from end to end in collaboration with the team: conceptualization, data sourcing and cleansing, analysis, iteration, and insights communication Automate Recurring Needs: Build and support user-friendly reporting to handle routine asks and monitor metrics Champion Data Quality: Work with engineers to specify raw data collection requirements and contribute to team efforts to improve data quality Educate and Train: Teach users of varying data fluency how to use dashboards and access data, and help those less familiar understand how they can better use data Support Your Teammates: Offer feedback and encouragement, create documentation, participate in peer reviews, ask for feedback, and mentor teammates Qualifications:Experience clarifying problem requirements and defining a structured solution approachProficiency with querying, transforming, and blending complex data sets using SQLUnderstanding of core statistics concepts such as probability, correlation, hypothesis testing, and causal analysisExperience using Python and/or R for data analysisExperience creating clean, readable data visualizations in a tool such as PowerBI, Looker, or Tableau1+ years of experience working as a data analyst in a professional settingQuantitative or technical degree or equivalent coursework (e.g. Computer Science, Statistics, Economics, Engineering, etc);active;rec1
Data Analyst;American Express;hybrid;Phoenix, AZ;At American Express, we know that with the right backing, people and businesses have the power to progress in incredible ways. Whether we're supporting our customers' ficial confidence to move ahead, taking commerce to new heights, or encouraging people to explore the world, our colleagues are constantly redefining what's possible î and we're proud to back each other every step of the way. When you join #TeamAmex, you become part of a diverse community of over 60,000 colleagues, all with a common goal to deliver an exceptional customer experience every day. We back our colleagues with the support they need to thrive, professionally and personally. That's why we have Amex Flex, our enterprise working model that provides greater flexibility to colleagues while ensuring we preserve the important aspects of our unique in-person culture. Depending on role and business needs, colleagues will either work onsite, in a hybrid model (combination of in-office and virtual days) or fully virtually.Create and develop metrics in an objective and sustainable manner to identify performance trends and issues in a succinct and visual mannerDeliver high quality and accurate results in a timely mannerPrioritize day-to-day tasks and monthly/quarterly/annual deliverables with ad-hoc requests without impacting quality or timelinessAs a subject matter expert, the candidate will act in a lead role with cross-functional teams to understand metrics and reporting needsThe candidate will be involved in metrics needs assessments, along with the planning, collection, analysis, interpretation, and reporting of both quality and productivity metricsPrepares and delivers reports, recommendations or alternatives that address existing and potential trouble areas in procurement operationsManaging quality metrics & assist in standardization / continuous improvement and reengineering initiativesEnsure high degree of team cohesiveness & engagementEnsure compliance to standard American reporting techniquesPredictive Analysis and visualizations for senior leadership MISData mining using state-of-the-art methodsDeliver high quality and accurate results in a timely mannerEnhancing data collection procedures to include information that is relevant for building analytic systemsProcessing, cleansing, and verifying the integrity of data used for analysisDoing ad-hoc analysis and presenting results in a clear mannerCreating automated anomaly detection systems and constant tracking of its performanceQualifications:4-6+ years of experience in Analytics.Bachelor's or Master's degree relevant to the industry (other credentials will be a plus)Requires proven success and experience in MIS and related functionsStrong analytical bend and experience on analytics tools like OBIEE, Tableau, SQL, AlteryxExcellent Visual Design skills with sensitivity to user-system interaction  experience in developing reporting solutions towards complex multi-paneled, interactive dashboardsSource to Pay Procurement knowledge would be preferredKnowledge of operational metrics, dashboard reporting, driving SLA driven deadlines and operations is a pre-requisiteCustomer management/ customer interface with experience and ability to proactively anticipate customer needs and identify their specific requirementsIndependent and self-motivated, capable of executing under uncertainty with multiple priorities, in a fast-paced environmentStrong strategic thinking skills, with the ability to identify and assess key drivers of success, implications of alternatives and recommendations for executionStrong communication and relationship building skillsProven strong performance behavior in previous roleAmerican Express is an equal opportunity employer and makes employment decisions without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, protected veteran status, disability status, age, or any other status protected by law. Employment eligibility to work with American Express in the U.S. is required as the company will not pursue visa sponsorship for this position.US Job Seekers/Employees - Click here to view the úEEO is the Lawù poster and supplement and the Pay Transparency Policy Statement.If the links do not work, please copy and paste the following URLs in a new browser window: https://www.dol.gov/agencies/ofccp/posters to access the three posters.Salary Range: $70,000.00 to $135,000.00 annually + bonus + benefitsThe above represents the expected salary range for this job requisition. Ultimately, in determining your pay, we'll consider your location, experience, and other job-related factors.;active;rec1
Data Analyst;Frostbite;hybrid;Orlando, FL;Data Analyst - Frostbite AnalyticsElectronic Arts The Opportunity AheadThis is a contract role for 18 months.Hybrid and remote work options available.We are looking for a Data Analyst to join the Frostbite Team!Frostbite is EA's state-of-the-art multi-platform game development engine. Our global team empowers game creators to shape the future of gaming by developing creative engine features and outstanding tools. We are honored to have thousands of game developers all over the world using Frostbite to create some of the most amazing games and player experiences in the industry.Working as a Data Analyst, you will provide insights from our project and game engine data to improve Frostbite's user experience, release quality, and project productivity. You are a curious and analytical person who has experience with diving into data to solve business problems. You will be part of a passionate and supportive team of analysts and data engineers who report to the Senior Analytics Manager of Frostbite Analytics.Main Responsibilities Empower Our Developers: Partner with Frostbite developers and content creators to understand their needs and challenges, and provide data-driven solutions Build Product and Project Understanding: Leverage data to understand the business, and identify opportunities and risks for important decisions Perform Analysis: Carry out analytics projects from end to end in collaboration with the team: conceptualization, data sourcing and cleansing, analysis, iteration, and insights communication Automate Recurring Needs: Build and support user-friendly reporting to handle routine asks and monitor metrics Champion Data Quality: Work with engineers to specify raw data collection requirements and contribute to team efforts to improve data quality Educate and Train: Teach users of varying data fluency how to use dashboards and access data, and help those less familiar understand how they can better use data Support Your Teammates: Offer feedback and encouragement, create documentation, participate in peer reviews, ask for feedback, and mentor teammates Qualifications:Experience clarifying problem requirements and defining a structured solution approachProficiency with querying, transforming, and blending complex data sets using SQLUnderstanding of core statistics concepts such as probability, correlation, hypothesis testing, and causal analysisExperience using Python and/or R for data analysisExperience creating clean, readable data visualizations in a tool such as PowerBI, Looker, or Tableau1+ years of experience working as a data analyst in a professional settingQuantitative or technical degree or equivalent coursework (e.g. Computer Science, Statistics, Economics, Engineering, etc);active;rec1
